,,
"5 athletes, 100 auctions","50 athletes, 1000 auctions","500 athletes, 10000 auctions"
,,0.1031670491
,,0.09950256538
,,0.09846989011
,,0.1028629303
,,0.0977545234
,,0.10258292
,,0.1051154305
,,0.0961104738
,,0.09983557138
,,0.09804215253
,,0.09948119895
,,0.0991912488
,,0.1018238991
,,0.1003851068
,,0.09505405141
,,0.09875609559
,,0.1037631327
,,0.09876275103
,,0.09855798974
,,0.09745759713
,,0.1034660203
,,0.1030033414
,,0.1010623538
,,0.1008137141
,,0.1029277197
,,0.1032746657
,,0.1006267324
,,0.1019085197
,,0.1005025153
,,0.09945929477
,,0.1038686034
,,0.1020082649
,,0.1011462714
,,0.09801570203
,,0.1003630225
,,0.1036016946
,,0.1045061344
,,0.1050027613
,,0.1017493478
,,0.1029707064
,,0.09299715675
,,0.09837759279
,,0.09903654631
,,0.1044522556
,,0.09835931047
,,0.1025529392
,,0.1025001771
,,0.09852269397
,,0.0987501353
,,0.101011868
,,0.09948855811
,,0.09817680565
,,0.103426265
,,0.09666699507
,,0.1044431396
,,0.1014022161
,,0.09425167419
,,0.1002208712
,,0.1029898359
,,0.1004117717
,,0.09925276116
,,0.1036018986
,,0.09830352283
,,0.09802413229
,,0.1026508975
,,0.100627779
,,0.09982725751
,,0.09865910775
,,0.103722442
,,0.1006383559
,,0.09861448274
,,0.1050485219
,,0.09655902742
,,0.1024282913
,,0.09920802109
,,0.09833901633
,,0.1020509553
,,0.1008993997
,,0.1019779041
,,0.09722744273
,,0.09496474132
,,0.09718036145
,,0.101651618
,,0.09944815683
,,0.0985813202
,,0.09657950462
,,0.09349130176
,,0.1004211523
,,0.09901404545
,,0.1004428877
,,0.1004519611
,,0.09808868117
,,0.09749282484
,,0.09688549967
,,0.1063720776
,,0.09998704173
,,0.09571944326
,,0.1005722592
,,0.1010493867
,,0.1022195894
,,0.1017271232
,,0.09730173515
,,0.09868817384
,,0.1020297366
,,0.09725071629
,,0.1043264355
,,0.1000669839
,,0.09920079868
,,0.09745233095
,,0.1014643522
,,0.1019746535
,,0.09853003167
,,0.09306563845
,,0.09937106053
,,0.09646722853
,,0.1017482759
,,0.09839067842
,,0.09661480421
,,0.1026632292
,,0.1013309102
,,0.1004075737
,,0.09573354002
,,0.09783914205
,,0.1014391218
,,0.1008680512
,,0.09879785562
,,0.1005379068
,,0.09601816133
,,0.09786750408
,,0.1015028671
,,0.1019102438
,,0.09920616417
,,0.09929952669
,,0.1003722659
,,0.09807650761
,,0.09902216614
,,0.1056678627
,,0.1037850348
,,0.0969453665
,,0.0992101399
,,0.1007696625
,,0.09937355406
,,0.09690978603
,,0.09837437937
,,0.09809881871
,,0.09903610429
,,0.0957364411
,,0.1025033274
,,0.09790641733
,,0.1033294363
,,0.1026437023
,,0.1000116419
,,0.1031372246
,,0.09651186945
,,0.09846107647
,,0.09995091103
,,0.09944466069
,,0.09852865219
,,0.09980335567
,,0.09695206563
,,0.1068345635
,,0.09869165719
,,0.1012055324
,,0.09796122372
,,0.09582557395
,,0.1011542764
,,0.1015798065
,,0.1037274374
,,0.1031052964
,,0.0996129263
,,0.09964988414
,,0.1028649238
,,0.1000614891
,,0.09588105344
,,0.09832272565
,,0.1007789519
,,0.1004303568
,,0.1010940767
,,0.09578025533
,,0.1001816369
,,0.1004427109
,,0.1017503829
,,0.1016657213
,,0.09790277141
,,0.1022760172
,,0.0965486145
,,0.09794610336
,,0.09948351053
,,0.09784804979
,,0.09867869091
,,0.09858335795
,,0.09916281837
,,0.1040566109
,,0.1035475979
,,0.104293389
,,0.09969186616
,,0.09777463781
,,0.1023183206
,,0.09927749271
,,0.104341146
,,0.1039614807
,,0.1005612507
,,0.09919990858
,,0.0999930338
,,0.09735404982
,,0.1016024672
,,0.1019615067
,,0.1000322456
,,0.1014389987
,,0.1033778582
,,0.09924588209
,,0.1011517316
,,0.1032286603
,,0.09626228684
,,0.1006952401
,,0.101630797
,,0.1016967852
,,0.09754058795
,,0.09620038569
,,0.1018923663
,,0.0994127934
,,0.1008464569
,,0.1006513014
,,0.09957811651
,,0.09998218574
,,0.09906757089
,,0.09541997374
,,0.1082043607
,,0.1028541187
,,0.09875688621
,,0.1033117448
,,0.09812949074
,,0.1025215896
,,0.1061596984
,,0.09903215741
,,0.09613773384
,,0.1039698988
,,0.1002208071
,,0.09887531028
,,0.1004076523
,,0.1014314657
,,0.1012581802
,,0.1012427735
,,0.09664170389
,,0.1021262149
,,0.09893874199
,,0.1017260241
,,0.09729856719
,,0.100257583
,,0.09821060849
,,0.09902929282
,,0.1009336062
,,0.09814426537
,,0.0960898189
,,0.100453973
,,0.0978236351
,,0.1021620156
,,0.1024332135
,,0.09698208718
,,0.09797942207
,,0.09961420214
,,0.1022878457
,,0.09813875184
,,0.09980428227
,,0.1039397261
,,0.101807963
,,0.1029515493
,,0.09748408934
,,0.1016553142
,,0.1053100144
,,0.09885128553
,,0.09483033184
,,0.1032764458
,,0.1028569884
,,0.1024793905
,,0.1049166335
,,0.1003279736
,,0.09541609911
,,0.09816938026
,,0.09665009555
,,0.1007107156
,,0.09630991123
,,0.1009243306
,,0.1001593026
,,0.09925088934
,,0.1039678633
,,0.1025737902
,,0.09947778926
,,0.09490614136
,,0.1002120046
,,0.09983059722
,,0.1014804093
,,0.1014374148
,,0.1032855902
,,0.09837090672
,,0.09841907385
,,0.1015329122
,,0.09981570543
,,0.09915264383
,,0.09663065594
,,0.09888069943
,,0.0973735221
,,0.1009845781
,,0.09873695247
,,0.09991883089
,,0.09815068372
,,0.09579362544
,,0.1035081192
,,0.09208510756
,,0.09829747043
,,0.09730128989
,,0.09781502094
,,0.1012459544
,,0.09997155371
,,0.1005217573
,,0.09876494598
,,0.09690151204
,,0.09805520881
,,0.1006770823
